timestamp,source,index,filename,model,device,input_size,fp16,bilateral,width,height,fps
2025-08-11 18:54:29,webcam,0,,DPT_Large,mps,518,0,0,640,480,1.072
2025-08-11 18:54:29,webcam,1,,DPT_Large,mps,518,0,0,640,480,2.139
2025-08-11 18:54:29,webcam,2,,DPT_Large,mps,518,0,0,640,480,3.638
2025-08-11 18:54:29,webcam,3,,DPT_Large,mps,518,0,0,640,480,4.409
2025-08-11 18:54:30,webcam,4,,DPT_Large,mps,518,0,0,640,480,3.698
2025-08-11 18:54:30,webcam,5,,DPT_Large,mps,518,0,0,640,480,3.416
2025-08-11 18:54:30,webcam,6,,DPT_Large,mps,518,0,0,640,480,4.361
2025-08-11 18:54:30,webcam,7,,DPT_Large,mps,518,0,0,640,480,4.329
2025-08-11 18:54:31,webcam,8,,DPT_Large,mps,518,0,0,640,480,3.757
2025-08-11 18:54:31,webcam,9,,DPT_Large,mps,518,0,0,640,480,4.139
2025-08-11 18:54:31,webcam,10,,DPT_Large,mps,518,0,0,640,480,3.876
2025-08-11 18:54:31,webcam,11,,DPT_Large,mps,518,0,0,640,480,4.380
2025-08-11 18:54:32,webcam,12,,DPT_Large,mps,518,0,0,640,480,4.379
2025-08-11 18:54:32,webcam,13,,DPT_Large,mps,518,0,0,640,480,3.530
2025-08-11 18:54:32,webcam,14,,DPT_Large,mps,518,0,0,640,480,3.312
2025-08-11 18:54:33,webcam,15,,DPT_Large,mps,518,0,0,640,480,3.456
2025-08-11 18:54:33,webcam,16,,DPT_Large,mps,518,0,0,640,480,3.600
2025-08-11 18:54:33,webcam,17,,DPT_Large,mps,518,0,0,640,480,4.269
2025-08-11 18:54:33,webcam,18,,DPT_Large,mps,518,0,0,640,480,4.258
2025-08-11 18:54:34,webcam,19,,DPT_Large,mps,518,0,0,640,480,3.683
2025-08-11 18:54:34,webcam,20,,DPT_Large,mps,518,0,0,640,480,4.476
2025-08-11 18:54:34,webcam,21,,DPT_Large,mps,518,0,0,640,480,3.747
2025-08-11 18:54:34,webcam,22,,DPT_Large,mps,518,0,0,640,480,4.435
2025-08-11 18:54:34,webcam,23,,DPT_Large,mps,518,0,0,640,480,4.302
2025-08-11 18:54:35,webcam,24,,DPT_Large,mps,518,0,0,640,480,3.742
2025-08-11 18:54:35,webcam,25,,DPT_Large,mps,518,0,0,640,480,4.308
2025-08-11 18:54:35,webcam,26,,DPT_Large,mps,518,0,0,640,480,3.738
2025-08-11 18:54:35,webcam,27,,DPT_Large,mps,518,0,0,640,480,4.487
2025-08-11 18:54:36,webcam,28,,DPT_Large,mps,518,0,0,640,480,4.339
2025-08-11 18:54:36,webcam,29,,DPT_Large,mps,518,0,0,640,480,3.718
2025-08-11 18:54:36,webcam,30,,DPT_Large,mps,518,0,0,640,480,4.387
2025-08-11 18:54:36,webcam,31,,DPT_Large,mps,518,0,0,640,480,3.694
2025-08-11 18:54:37,webcam,32,,DPT_Large,mps,518,0,0,640,480,4.422
2025-08-11 18:54:37,webcam,33,,DPT_Large,mps,518,0,0,640,480,4.272
2025-08-11 18:54:37,webcam,34,,DPT_Large,mps,518,0,0,640,480,3.893
