timestamp,source,index,filename,model,device,input_size,fp16,bilateral,width,height,fps
2025-08-11 19:10:06,webcam,0,,DPT_Hybrid,mps,518,0,0,640,480,1.245
2025-08-11 19:10:06,webcam,1,,DPT_Hybrid,mps,518,0,0,640,480,2.505
2025-08-11 19:10:06,webcam,2,,DPT_Hybrid,mps,518,0,0,640,480,5.497
2025-08-11 19:10:06,webcam,3,,DPT_Hybrid,mps,518,0,0,640,480,6.939
2025-08-11 19:10:06,webcam,4,,DPT_Hybrid,mps,518,0,0,640,480,5.832
2025-08-11 19:10:06,webcam,5,,DPT_Hybrid,mps,518,0,0,640,480,5.102
2025-08-11 19:10:07,webcam,6,,DPT_Hybrid,mps,518,0,0,640,480,4.899
2025-08-11 19:10:07,webcam,7,,DPT_Hybrid,mps,518,0,0,640,480,5.100
2025-08-11 19:10:07,webcam,8,,DPT_Hybrid,mps,518,0,0,640,480,4.968
2025-08-11 19:10:07,webcam,9,,DPT_Hybrid,mps,518,0,0,640,480,5.137
2025-08-11 19:10:07,webcam,10,,DPT_Hybrid,mps,518,0,0,640,480,6.325
2025-08-11 19:10:07,webcam,11,,DPT_Hybrid,mps,518,0,0,640,480,5.962
2025-08-11 19:10:08,webcam,12,,DPT_Hybrid,mps,518,0,0,640,480,5.062
2025-08-11 19:10:08,webcam,13,,DPT_Hybrid,mps,518,0,0,640,480,5.018
2025-08-11 19:10:08,webcam,14,,DPT_Hybrid,mps,518,0,0,640,480,5.110
2025-08-11 19:10:08,webcam,15,,DPT_Hybrid,mps,518,0,0,640,480,5.012
2025-08-11 19:10:08,webcam,16,,DPT_Hybrid,mps,518,0,0,640,480,5.235
2025-08-11 19:10:09,webcam,17,,DPT_Hybrid,mps,518,0,0,640,480,5.887
2025-08-11 19:10:09,webcam,18,,DPT_Hybrid,mps,518,0,0,640,480,5.849
2025-08-11 19:10:09,webcam,19,,DPT_Hybrid,mps,518,0,0,640,480,4.879
2025-08-11 19:10:09,webcam,20,,DPT_Hybrid,mps,518,0,0,640,480,5.201
2025-08-11 19:10:09,webcam,21,,DPT_Hybrid,mps,518,0,0,640,480,5.001
2025-08-11 19:10:10,webcam,22,,DPT_Hybrid,mps,518,0,0,640,480,5.269
2025-08-11 19:10:10,webcam,23,,DPT_Hybrid,mps,518,0,0,640,480,4.909
2025-08-11 19:10:10,webcam,24,,DPT_Hybrid,mps,518,0,0,640,480,6.397
2025-08-11 19:10:10,webcam,25,,DPT_Hybrid,mps,518,0,0,640,480,5.905
2025-08-11 19:10:10,webcam,26,,DPT_Hybrid,mps,518,0,0,640,480,5.194
2025-08-11 19:10:11,webcam,27,,DPT_Hybrid,mps,518,0,0,640,480,4.768
2025-08-11 19:10:11,webcam,28,,DPT_Hybrid,mps,518,0,0,640,480,4.991
2025-08-11 19:10:11,webcam,29,,DPT_Hybrid,mps,518,0,0,640,480,5.146
2025-08-11 19:10:11,webcam,30,,DPT_Hybrid,mps,518,0,0,640,480,5.224
2025-08-11 19:10:11,webcam,31,,DPT_Hybrid,mps,518,0,0,640,480,5.984
